Source Name	Type	Type2	Accession	Title	Platform	Total bases	Create date	SRA URL	SRA filename	SRA nice filename	FastQ URL	FastQ Aspera URL	FastQ filename	FastQ nice filename
2_cell_1_C1	two_cell	two_cell	SRR445724	GSM896809: 2-cell #1-C1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	50897	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR445/SRR445724/SRR445724.sra	SRR445724.sra	SRR445724_GSM896809_2-cell_1-C1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR445/SRR445724/SRR445724.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR445/SRR445724/SRR445724.fastq.gz	SRR445724.fastq.gz	SRR445724_GSM896809_2-cell_1-C1_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_1	morula	morula	SRR491001	GSM922186: Morulae #2 -Cell#1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	39038	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491001/SRR491001.sra	SRR491001.sra	SRR491001_GSM922186_Morulae_2_-Cell_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491001/SRR491001.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491001/SRR491001.fastq.gz	SRR491001.fastq.gz	SRR491001_GSM922186_Morulae_2_-Cell_1_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_2	morula	morula	SRR491002	GSM922187: Morulae #2 -Cell#2; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	37091	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491002/SRR491002.sra	SRR491002.sra	SRR491002_GSM922187_Morulae_2_-Cell_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491002/SRR491002.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491002/SRR491002.fastq.gz	SRR491002.fastq.gz	SRR491002_GSM922187_Morulae_2_-Cell_2_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_5	morula	morula	SRR491005	GSM922190: Morulae #2 -Cell#5; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33699	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491005/SRR491005.sra	SRR491005.sra	SRR491005_GSM922190_Morulae_2_-Cell_5_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491005/SRR491005.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491005/SRR491005.fastq.gz	SRR491005.fastq.gz	SRR491005_GSM922190_Morulae_2_-Cell_5_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_3	morula	morula	SRR491003	GSM922188: Morulae #2 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	25136	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491003/SRR491003.sra	SRR491003.sra	SRR491003_GSM922188_Morulae_2_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491003/SRR491003.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491003/SRR491003.fastq.gz	SRR491003.fastq.gz	SRR491003_GSM922188_Morulae_2_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_4	morula	morula	SRR491004	GSM922189: Morulae #2 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	41042	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491004/SRR491004.sra	SRR491004.sra	SRR491004_GSM922189_Morulae_2_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491004/SRR491004.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491004/SRR491004.fastq.gz	SRR491004.fastq.gz	SRR491004_GSM922189_Morulae_2_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_6	morula	morula	SRR491006	GSM922191: Morulae #2 -Cell#6; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	36456	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491006/SRR491006.sra	SRR491006.sra	SRR491006_GSM922191_Morulae_2_-Cell_6_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491006/SRR491006.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491006/SRR491006.fastq.gz	SRR491006.fastq.gz	SRR491006_GSM922191_Morulae_2_-Cell_6_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_7	morula	morula	SRR491007	GSM922192: Morulae #2 -Cell#7; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	26736	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491007/SRR491007.sra	SRR491007.sra	SRR491007_GSM922192_Morulae_2_-Cell_7_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491007/SRR491007.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491007/SRR491007.fastq.gz	SRR491007.fastq.gz	SRR491007_GSM922192_Morulae_2_-Cell_7_Homo_sapiens_RNA-Seq.fastq.gz
Morulae_2_Cell_8	morula	morula	SRR491008	GSM922193: Morulae #2 -Cell#8; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	36989	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491008/SRR491008.sra	SRR491008.sra	SRR491008_GSM922193_Morulae_2_-Cell_8_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491008/SRR491008.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491008/SRR491008.fastq.gz	SRR491008.fastq.gz	SRR491008_GSM922193_Morulae_2_-Cell_8_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_1	late_blastocyst	late_blastocyst	SRR491009	GSM922194: Late blastocyst #1 -Cell#1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	44799	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491009/SRR491009.sra	SRR491009.sra	SRR491009_GSM922194_Late_blastocyst_1_-Cell_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491009/SRR491009.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491009/SRR491009.fastq.gz	SRR491009.fastq.gz	SRR491009_GSM922194_Late_blastocyst_1_-Cell_1_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_2	late_blastocyst	late_blastocyst	SRR491010	GSM922195: Late blastocyst #1 -Cell#2; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	21393	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491010/SRR491010.sra	SRR491010.sra	SRR491010_GSM922195_Late_blastocyst_1_-Cell_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491010/SRR491010.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491010/SRR491010.fastq.gz	SRR491010.fastq.gz	SRR491010_GSM922195_Late_blastocyst_1_-Cell_2_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_4	late_blastocyst	late_blastocyst	SRR491012	GSM922197: Late blastocyst #1 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	36694	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491012/SRR491012.sra	SRR491012.sra	SRR491012_GSM922197_Late_blastocyst_1_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491012/SRR491012.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491012/SRR491012.fastq.gz	SRR491012.fastq.gz	SRR491012_GSM922197_Late_blastocyst_1_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_3	late_blastocyst	late_blastocyst	SRR491011	GSM922196: Late blastocyst #1 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33287	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491011/SRR491011.sra	SRR491011.sra	SRR491011_GSM922196_Late_blastocyst_1_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491011/SRR491011.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491011/SRR491011.fastq.gz	SRR491011.fastq.gz	SRR491011_GSM922196_Late_blastocyst_1_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_5	late_blastocyst	late_blastocyst	SRR491013	GSM922198: Late blastocyst #1 -Cell#5; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	33878	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491013/SRR491013.sra	SRR491013.sra	SRR491013_GSM922198_Late_blastocyst_1_-Cell_5_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491013/SRR491013.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491013/SRR491013.fastq.gz	SRR491013.fastq.gz	SRR491013_GSM922198_Late_blastocyst_1_-Cell_5_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_6	late_blastocyst	late_blastocyst	SRR491026	GSM922211: Late blastocyst #2 -Cell#6; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	27785	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491026/SRR491026.sra	SRR491026.sra	SRR491026_GSM922211_Late_blastocyst_2_-Cell_6_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491026/SRR491026.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491026/SRR491026.fastq.gz	SRR491026.fastq.gz	SRR491026_GSM922211_Late_blastocyst_2_-Cell_6_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_8	late_blastocyst	late_blastocyst	SRR491028	GSM922213: Late blastocyst #2 -Cell#8; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	22587	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491028/SRR491028.sra	SRR491028.sra	SRR491028_GSM922213_Late_blastocyst_2_-Cell_8_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491028/SRR491028.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491028/SRR491028.fastq.gz	SRR491028.fastq.gz	SRR491028_GSM922213_Late_blastocyst_2_-Cell_8_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_9	late_blastocyst	late_blastocyst	SRR491029	GSM922214: Late blastocyst #2 -Cell#9; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	34009	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491029/SRR491029.sra	SRR491029.sra	SRR491029_GSM922214_Late_blastocyst_2_-Cell_9_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491029/SRR491029.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491029/SRR491029.fastq.gz	SRR491029.fastq.gz	SRR491029_GSM922214_Late_blastocyst_2_-Cell_9_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_5	late_blastocyst	late_blastocyst	SRR491025	GSM922210: Late blastocyst #2 -Cell#5; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	25603	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491025/SRR491025.sra	SRR491025.sra	SRR491025_GSM922210_Late_blastocyst_2_-Cell_5_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491025/SRR491025.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491025/SRR491025.fastq.gz	SRR491025.fastq.gz	SRR491025_GSM922210_Late_blastocyst_2_-Cell_5_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_3	late_blastocyst	late_blastocyst	SRR491023	GSM922208: Late blastocyst #2 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	23094	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491023/SRR491023.sra	SRR491023.sra	SRR491023_GSM922208_Late_blastocyst_2_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491023/SRR491023.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491023/SRR491023.fastq.gz	SRR491023.fastq.gz	SRR491023_GSM922208_Late_blastocyst_2_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_9	late_blastocyst	late_blastocyst	SRR491017	GSM922202: Late blastocyst #1 -Cell#9; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	53804	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491017/SRR491017.sra	SRR491017.sra	SRR491017_GSM922202_Late_blastocyst_1_-Cell_9_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491017/SRR491017.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491017/SRR491017.fastq.gz	SRR491017.fastq.gz	SRR491017_GSM922202_Late_blastocyst_1_-Cell_9_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_3_Cell_6	late_blastocyst	late_blastocyst	SRR491036	GSM922221: Late blastocyst #3 -Cell#6; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	37618	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491036/SRR491036.sra	SRR491036.sra	SRR491036_GSM922221_Late_blastocyst_3_-Cell_6_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491036/SRR491036.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491036/SRR491036.fastq.gz	SRR491036.fastq.gz	SRR491036_GSM922221_Late_blastocyst_3_-Cell_6_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_11	late_blastocyst	late_blastocyst	SRR491019	GSM922204: Late blastocyst #1 -Cell#11; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	18050	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491019/SRR491019.sra	SRR491019.sra	SRR491019_GSM922204_Late_blastocyst_1_-Cell_11_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491019/SRR491019.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491019/SRR491019.fastq.gz	SRR491019.fastq.gz	SRR491019_GSM922204_Late_blastocyst_1_-Cell_11_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_1	late_blastocyst	late_blastocyst	SRR491021	GSM922206: Late blastocyst #2 -Cell#1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	29604	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491021/SRR491021.sra	SRR491021.sra	SRR491021_GSM922206_Late_blastocyst_2_-Cell_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491021/SRR491021.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491021/SRR491021.fastq.gz	SRR491021.fastq.gz	SRR491021_GSM922206_Late_blastocyst_2_-Cell_1_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_8	late_blastocyst	late_blastocyst	SRR491016	GSM922201: Late blastocyst #1 -Cell#8; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	28251	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491016/SRR491016.sra	SRR491016.sra	SRR491016_GSM922201_Late_blastocyst_1_-Cell_8_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491016/SRR491016.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491016/SRR491016.fastq.gz	SRR491016.fastq.gz	SRR491016_GSM922201_Late_blastocyst_1_-Cell_8_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_10	late_blastocyst	late_blastocyst	SRR491030	GSM922215: Late blastocyst #2 -Cell#10; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	34769	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491030/SRR491030.sra	SRR491030.sra	SRR491030_GSM922215_Late_blastocyst_2_-Cell_10_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491030/SRR491030.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491030/SRR491030.fastq.gz	SRR491030.fastq.gz	SRR491030_GSM922215_Late_blastocyst_2_-Cell_10_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_3_Cell_4	late_blastocyst	late_blastocyst	SRR491034	GSM922219: Late blastocyst #3 -Cell#4; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	36973	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491034/SRR491034.sra	SRR491034.sra	SRR491034_GSM922219_Late_blastocyst_3_-Cell_4_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491034/SRR491034.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491034/SRR491034.fastq.gz	SRR491034.fastq.gz	SRR491034_GSM922219_Late_blastocyst_3_-Cell_4_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_6	late_blastocyst	late_blastocyst	SRR491014	GSM922199: Late blastocyst #1 -Cell#6; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	24178	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491014/SRR491014.sra	SRR491014.sra	SRR491014_GSM922199_Late_blastocyst_1_-Cell_6_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491014/SRR491014.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491014/SRR491014.fastq.gz	SRR491014.fastq.gz	SRR491014_GSM922199_Late_blastocyst_1_-Cell_6_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_3_Cell_1	late_blastocyst	late_blastocyst	SRR491031	GSM922216: Late blastocyst #3 -Cell#1; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	49011	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491031/SRR491031.sra	SRR491031.sra	SRR491031_GSM922216_Late_blastocyst_3_-Cell_1_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491031/SRR491031.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491031/SRR491031.fastq.gz	SRR491031.fastq.gz	SRR491031_GSM922216_Late_blastocyst_3_-Cell_1_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_7	late_blastocyst	late_blastocyst	SRR491027	GSM922212: Late blastocyst #2 -Cell#7; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	18508	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491027/SRR491027.sra	SRR491027.sra	SRR491027_GSM922212_Late_blastocyst_2_-Cell_7_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491027/SRR491027.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491027/SRR491027.fastq.gz	SRR491027.fastq.gz	SRR491027_GSM922212_Late_blastocyst_2_-Cell_7_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_3_Cell_3	late_blastocyst	late_blastocyst	SRR491033	GSM922218: Late blastocyst #3 -Cell#3; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	29964	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491033/SRR491033.sra	SRR491033.sra	SRR491033_GSM922218_Late_blastocyst_3_-Cell_3_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491033/SRR491033.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491033/SRR491033.fastq.gz	SRR491033.fastq.gz	SRR491033_GSM922218_Late_blastocyst_3_-Cell_3_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_2_Cell_2	late_blastocyst	late_blastocyst	SRR491022	GSM922207: Late blastocyst #2 -Cell#2; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	28530	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491022/SRR491022.sra	SRR491022.sra	SRR491022_GSM922207_Late_blastocyst_2_-Cell_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491022/SRR491022.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491022/SRR491022.fastq.gz	SRR491022.fastq.gz	SRR491022_GSM922207_Late_blastocyst_2_-Cell_2_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_10	late_blastocyst	late_blastocyst	SRR491018	GSM922203: Late blastocyst #1 -Cell#10; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	26834	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491018/SRR491018.sra	SRR491018.sra	SRR491018_GSM922203_Late_blastocyst_1_-Cell_10_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491018/SRR491018.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491018/SRR491018.fastq.gz	SRR491018.fastq.gz	SRR491018_GSM922203_Late_blastocyst_1_-Cell_10_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_1_Cell_12	late_blastocyst	late_blastocyst	SRR491020	GSM922205: Late blastocyst #1 -Cell#12; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	22084	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491020/SRR491020.sra	SRR491020.sra	SRR491020_GSM922205_Late_blastocyst_1_-Cell_12_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491020/SRR491020.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491020/SRR491020.fastq.gz	SRR491020.fastq.gz	SRR491020_GSM922205_Late_blastocyst_1_-Cell_12_Homo_sapiens_RNA-Seq.fastq.gz
Lateblastocyst_3_Cell_2	late_blastocyst	late_blastocyst	SRR491032	GSM922217: Late blastocyst #3 -Cell#2; Homo sapiens; RNA-Seq	Illumina HiSeq 2000	40081	1.37628E+12	ftp://ftp-trace.ncbi.nlm.nih.gov/sra/sra-instant/reads/ByRun/sra/SRR/SRR491/SRR491032/SRR491032.sra	SRR491032.sra	SRR491032_GSM922217_Late_blastocyst_3_-Cell_2_Homo_sapiens_RNA-Seq.sra	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR491/SRR491032/SRR491032.fastq.gz	era-fasp@fasp.sra.ebi.ac.uk:vol1/fastq/SRR491/SRR491032/SRR491032.fastq.gz	SRR491032.fastq.gz	SRR491032_GSM922217_Late_blastocyst_3_-Cell_2_Homo_sapiens_RNA-Seq.fastq.gz
